,patent_id,type,country,date,abstract,title,kind,num_claims,withdrawn,subsection_id,Citation#
365846,10372454,utility,US,06/08/2019,"A method for allocation of a segmented interconnect in an integrate circuit is disclosed. The method comprises receiving a plurality of requests from a plurality of resource consumers of a plurality of engines to access a plurality of resources, wherein the resources are spread across the plurality of engines and contain data for supporting execution of multiple code sequences. The method also comprises contending for the plurality of resources in accordance with requests from the plurality of resource consumers. Finally, the method comprises accessing the plurality of resources via a global interconnect structure, wherein the global interconnect structure has a finite number of buses accessible each clock cycle, and wherein the global interconnect structure comprises a plurality of global segment buses.",Allocation of a segmented interconnect to support the execution of instruction sequences by a plurality of engines,B2,19,0,G06,59
3359891,9753917,utility,US,05/09/2017,"A method includes creating a first document in a first language and translating the first document into a second language, thereby producing a second document. The translated document is revised directly in the second language, thereby producing a third document. A document storage system stores the three documents and stores data about the three documents. The data includes data representing that the second document is a translation of the first document and that the third document is a revision of the translation of the first document.",Revising translated documents in a document storage system,B2,18,0,G06,0
1045257,10950006,utility,US,16/03/2021,"Various systems and methods for generating environmentally contextualized patterns are disclosed. The system and method generates the environmentally contextualized pattern from a set of images representing an environment. The color palette of the dominant colors from the representational images is processed to remove the gray hues, set the remaining highest and lowest value hues to a particular contrast, and then determine a split complement from the lowest value hue. An algorithm, such as a reaction-diffusion algorithm, is then utilized to generate a pattern incorporating the aforementioned hues. The pattern generated by the algorithm provides a high degree of visual contrast with the environment that the images represent, allowing an individual wearing the pattern to be readily visually identifiable against the environment.",Environmentally contextualized pattern generation,B2,17,0,G06,0
80695,10088940,utility,US,02/10/2018,It is an object of the present invention to provide an apparatus and method for emulating touch and gesture events on a capacitive touch sensor array comprising: an electric field detection means for measuring the electric field intensity emitted as a function of time from a plurality of scan electrodes of said capacitive touch sensor array; and an electric field synthesizing means to create time variant electric fields coincident to electric fields emitted from said plurality of scan electrodes; and a capacitive coupling means to couple said synthesized electric fields to said plurality of electrodes inducing voltages which emulate time sequential touch events at said plurality of emulated touch locations animating said emulated gesture movement.,Method and apparatus for emulating touch and gesture events on a capacitive touch sensor,B1,17,0,G06,0
2877681,9182940,utility,US,10/11/2015,"According to one or more embodiments, a method is provided. The method may include receiving an indication to pause playback of a media file at a current location in the media file. The method may also include receiving an indication to resume playback of the media file. Furthermore, the method may include determining an elapsed time between the indication to pause playback and the indication to resume playback. Furthermore, the method may include determining, based at least in part on the current location and the elapsed time, a second location in the media file that occurs before the current location. Further still, the method may include resuming playback of the media file at the second location.",Systems and methods for determining playback locations in media files,B1,20,0,G06,0
2241018,8099322,utility,US,17/01/2012,"A time factor feature generation system includes: a use status grasping portion that extracts transition data showing variations in degree of use of a site from log data; a variation data generating portion that generates, based on the transition data, variation data expressing the variations in degree of use of the site as a group Y of values showing the degree of use of the site; a time factor data recording portion in which a plurality of time factors and time factor values of each of the plurality of time factors are recorded; a time factor extracting portion that generates groups Di of time factor values, each of which corresponds to a time factor extracted from among the plurality of time factors; and a time factor feature generating portion 13 that calculates coefficients ai such that a square of an error b has a minimum value in an equation in which the groups Di and the group Y are used as an explaining variable and an explained variable, respectively, thereby to generate data showing a time factor feature of a use status of the site. By this configuration, the time factor feature generation system generates data quantitatively showing a time factor feature of a use status of a site.","Time factor feature generation system, time factor feature generation method and time factor feature generation program",B2,14,0,G06,3
1052454,10956704,utility,US,23/03/2021,"Methods, systems, and apparatus, including computer programs encoded on a computer storage medium, for training an encoder neural network having multiple encoder neural network parameters. The encoder neural network is configured to process a biometric data sample in accordance with current values of encoder neural network parameters to generate as output an embedded representation of the biometric data sample. The embedded representation includes: (i) an inter-class embedded representation, and (ii) an intra-class embedded representation that is different than the inter-class embedded representation.",Neural networks for biometric recognition,B2,20,0,G06,0
1602422,6154771,utility,US,28/11/2000,"Streaming compressed digital hypervideo received upon a digital communications network is decoded (decompressed) and played in a client-computer-based ""video on web VCR"" software system. Scene changes, if not previously marked upstream, are automatically detected, and typically twenty-one past scenes are displayed as thumbnail images. Hyperlinks within the main video scene, and/or any thumbnail image, show as hotspots, with text annotations typically appearing upon a cursor ""mouse over"". All hyperlinks--as are provided and inserted by, inter alia, the upstream network service provider (the ""ISP"")--may be, and preferably are, full-custom dynamically-resolved to each subscriber/user/viewer (""SUV"") upon volitional ""click throughs"" by the SUV, including retrospectively on past hypervideo scenes as appear within the thumbnail images. Hyperlinking permits (i) retrieving information and commercials, including streaming video/hypervideo, from any of local storage, a network (or Internet) service provider (""ISP""), a network content provider, and/or an advertiser network site, (ii) entering a contest of skill or a lottery of chance, (iii) gambling, (iv) buying (and less often, selling), (v) responding to a survey, and expressing an opinion, and/or (vi) sounding an alert.","Real-time receipt, decompression and play of compressed streaming video/hypervideo; with thumbnail display of past scenes and with replay, hyperlinking and/or recording permissively intiated retrospectively",A,23,0,G06,0
2110650,7814486,utility,US,12/10/2010,A runtime system implemented in accordance with the present invention provides an application platform for parallel-processing computer systems. Such a runtime system enables users to leverage the computational power of parallel-processing computer systems to accelerate/optimize numeric and array-intensive computations in their application programs. This enables greatly increased performance of high-performance computing (HPC) applications.,Multi-thread runtime system,B2,30,0,G06,0
2393445,8407377,utility,US,26/03/2013,"A system and method for clients, a control module, and storage modules to participate in a unified address space in order to and read and write data efficiently using direct-memory access. The method for reading data includes determining a first location in a first memory to write a first copy of the data, a second location in a second memory to write a second copy of the data, where the first memory is located in a first storage module including a first persistent storage and the second memory is located in a second storage module including a second persistent storage. The method further includes programming a direct memory access engine to read the data from client memory and issue a first write request to a multicast address, where the first location, the second location, and a third location are associated with the multicast address.",Storage system with multicast DMA and unified address space,B1,21,0,G06,0
2023343,7613729,utility,US,03/11/2009,"Disclosed is an electronic service manual display program that eliminates the need to revise an electronic service manual when there is a revision, and enables the respective contents before and after revision to be browsed at the same time. The inventive technique utilizes a parts table database that has information for the various parts used for a predetermined product, and a differential parts table database that has processed information representing the types of alteration, deletion and addition for each of the parts. A parts table page is generated and displays a list of all the parts and the information of the parts stored in the parts table database and the differential parts table database. Accordingly, whether a part has been altered, deleted and/or added can be immediately identified.",Electronic service manual display program and apparatus associated therewith,B2,4,0,G06,11
1074265,10973472,utility,US,13/04/2021,"For material decomposition in medical imaging, a machine-learned model is trained to decompose. For example, spectral CT data for a plurality of locations is input, and the machine-learned model outputs the material composition. Using information from surrounding locations for the decomposition by the machine-learned model for a given location may allow for more accurate material decomposition and/or three or more material decomposition.",Artificial intelligence-based material decomposition in medical imaging,B2,18,0,G06,1
1132580,11019225,utility,US,25/05/2021,"Systems for controlling scanning devices and capturing image data are provided. In some examples, image data may be received by a computing platform. The image data may be received via a first network and from another computing platform in wired communication with a scanning device. In some arrangements, image quality analysis may be performed and data may be extracted from the image data. The results of the data analysis, as well as the image data and extracted data may be transmitted, via a second network different from the first network, to an associate computing device. In some examples, input received by the associate computing device may be transmitted to the computing platform indicating whether the image is approved or rejected for further processing. If the image is approved, the image data and extracted data may be transmitted, via the second network, to another device for matching and further processing functions.",Dynamic image capture device control system,B2,22,0,G06,0
66498,10073563,utility,US,11/09/2018,An electronic system includes a processing device and a trellis pattern of conductors coupled to the processing device. The trellis pattern of conductors forms a multiple capacitors and the processing device is configured to sense a capacitance of each of the capacitors. A host is coupled to the processing device. The host includes decision logic to determine a state of the trellis pattern of conductors responsive to a signal that indicates a capacitance of one or more capacitors sensed by the processing device.,Touch sensor pattern,B2,11,0,G06,0
2348018,8316292,utility,US,20/11/2012,"A system and method identifies different versions of the same document in a document collection. The system and method creates multiple candidate identifiers for each document based on information associated with the document, and processes the candidate identifiers according to language specific rules. The system and method compares the processed candidate identifiers for similarity, and identifies different versions of documents based on the similarity.",Identifying multiple versions of documents,B1,19,0,G06,0
1371035,11205065,utility,US,21/12/2021,"Disclosed herein are systems, devices, and processes for gesture detection. A method includes capturing a series of images. The method includes generating motion isolation information based on the series of images. The method includes generating a composite image based on the motion isolation information. The method includes determining a gesture based on the composite image. The processes described herein may include the use of convolutional neural networks on a series of time-related images to perform gesture detection on embedded systems or devices.",Gesture detection in embedded applications,B2,9,0,G06,0
2971486,9298750,utility,US,29/03/2016,"In accordance with embodiments, there are provided mechanisms and methods for creating, exporting, viewing and testing, and importing custom applications in a multitenant database environment. These mechanisms and methods can enable embodiments to provide a vehicle for sharing applications across organizational boundaries. The ability to share applications across organizational boundaries can enable tenants in a multi-tenant database system, for example, to easily and efficiently import and export, and thus share, applications with other tenants in the multi-tenant environment.","System, method and computer program product for validating one or more metadata objects",B2,15,0,G06,12
1119863,11010436,utility,US,18/05/2021,"In one embodiment, a method includes receiving an indication of a trigger action by a first user, wherein the trigger action is associated with a priming content object, identifying one or more related content objects associated with the priming content object, generating a first feature vector representing the priming content object, the one or more related content objects, and profile information of the first user, accessing a plurality of second feature vectors representing a plurality of recommended content objects, respectively, selecting one or more of the recommended content objects based on comparisons between the first feature vector and the respective second feature vectors representing the recommended content objects, and sending, to a client system in response to the trigger action, instructions for presenting one or more content suggestions to the first user, wherein each content suggestion comprises one of the selected recommended content objects.",Engaging users by personalized composing-content recommendation,B1,20,0,G06,7
678853,10650215,utility,US,12/05/2020,"A fingerprint sensor and a terminal device are provided, including: a first drive circuit, configured to generate a periodic driving signal according to a periodic first input signal, periods of the first input signal and the driving signal being both a predetermined period; each second drive circuit corresponding to a column of voltage integrators respectively, the each second drive circuit being configured to generate a column select signal according to a second input signal, the column select signal being used for controlling an operating state of a corresponding column of voltage integrators; and each of N columns of voltage integrators configured to receive the driving signal and the column select signal generated by a corresponding second drive circuit, and charge or integrate a fingerprint capacitor according to the driving signal and the column select signal.",Fingerprint sensor and terminal device,B2,17,0,G06,5
1362113,11199971,utility,US,14/12/2021,"Customers of shared resources in a multi-tenant environment can modify operational parameters of electronic resources. A customer can be provisioned a data volume of a specified size, storage type (e.g., hard disk drive or solid state device), committed rate of input/output operations per second, and/or geographical location, for example. The customer can subsequently modify any such operational parameters by submitting an appropriate request, or the operational parameters can be adjusted automatically based on any of a number of criteria. Data volumes for the customer can be migrated, split, or combined in order to provide the shared resources in accordance with the modified operational parameters.",Managing operational parameters for migrating data for resized volumes,B2,20,0,G06,0
1071597,10970761,utility,US,06/04/2021,"Systems and methods disclosed herein provide a geo-targeted online reservation system that ensures authenticity of customer devices requesting reservations by generating reservations only if threshold authentication conditions are satisfied. For example, a computing device registered with a server system receives inputs for requesting a reservation of a limited release product and for configuring the product. To authenticate the computing device, the server device transmits an electronic message to the computing device requesting the computing device to respond. A response to the message is one threshold authentication condition for generating the reservation. Upon determining that one or more threshold authentication conditions are satisfied, the server device generates a reservation for the product.",Systems and techniques for computer-enabled geo-targeted product reservation for secure and authenticated online reservations,B2,20,0,G06,1
1210397,11080371,utility,US,03/08/2021,"The present invention involves with a method and system of state consistency protection for Intel software guard extension (SGX). In a method of state consistency protection for a central processing unit capable of creating enclaves, the central processing unit supports creation of at least one enclave, wherein the central processing unit communicates with a remote server providing services for the central processing unit through remote communication and the remote server has a remote attestation module, configuring the remote attestation module to facilitate the completion of every execution state storing operation and/or every execution state restoring operation, wherein the remote attestation refers to an attestation mechanism by which the central processing unit proves to the remote server that it has created the specific enclave in a local platform so that the remote server trusts the specific enclave. The present invention does not require special hardware and is favorable to cross-platform migration.",Method and system of state consistency protection for Intel SGX,B2,5,0,G06,0
2863583,9164718,utility,US,20/10/2015,"An output device for providing output service to a mobile information apparatus including a display screen without requiring a device specific output driver installed at the mobile information apparatus is disclosed. The output device may include an operating system, a wireless communication unit for radio frequency communication, a display screen, and a user interface over the display screen, the output device may include features for installing one or more application software at the output device for expanding the capabilities of the output device, registering the output device over a network and providing an identification of the output device for enabling one or more mobile information apparatuses to transmit output data to the output device. Subsequent to registering the output device and providing the identification information of the output device, the output device receives output data associated with the identification information from the mobile information apparatus for rendering.",Output device and method for output without an output driver,B2,14,0,G06,14
1421611,4945468,utility,US,31/07/1990," When the user is logged on to a processor running multiple virtual terminals and he presses the Secure Attention Key, the existing virtual terminal processes are not destroyed. Instead, the invention creates a new virtual terminal, establishes a trusted path for the new virtual terminal, makes the new virtual terminal the current virtual terminal, and then runs the trusted process in the new virtual terminal. ",Trusted path mechanism for virtual terminal environments,A,14,0,G06,0
2201417,8015082,utility,US,06/09/2011,"This invention relates to a terminal device capable of communicating with an accounting center, an accounting system, and a data processing method. A point memory 45 of a recording/reproducing device 10 stores accounting point information. An HDD 15 stores information distributed from an external source. A CPU 11 updates the accounting point information stored in the point memory 45 and updates attributes of the distributed information when the distributed information is stored onto the HDD 15. Thus, such inconvenience that communication with a distribution/accounting center 1 is carried out every time information is distributed to the recording/reproducing device 10 is avoided.","Terminal device, accounting system and data processing method",B2,20,0,G06,9
322659,10331529,utility,US,25/06/2019,"A computer-implemented method is provided that is performed in a computer having a processor and multiple co-processors. The method includes launching a same set of operations in each of an original co-processor and a redundant co-processor, from among the multiple co-processors, to obtain respective execution signatures from the original co-processor and the redundant co-processor. The method further includes detecting an error in an execution of the set of operations by the original co-processor, by comparing the respective execution signatures. The method also includes designating the execution of the set of operations by the original co-processor as error-free and committing a result of the execution, responsive to identifying a match between the respective execution signatures. The method additionally includes performing an error recovery operation that replays the set of operations by the original co-processor and the redundant co-processor, responsive to identifying a mismatch between the respective execution signatures.",Maintaining system reliability in a CPU with co-processors,B2,13,0,G06,0
3320390,9710152,utility,US,18/07/2017,"A computer implemented method of managing objects presented on a user interface of a computer device having at least one processor and at least one memory, comprising displaying an arrangement of selectable objects each having one or more characteristics, information on said arrangement of objects and said objects being stored in said at least one memory, determining a selection of at least a first object in dependence on a user input received via the user interface, evaluating using the stored information on said arrangement, if the selected shares one or more characteristic with neighboring objects in the arrangement, determining an input time period of the user input; determining, in dependence on the stored information on said board arrangement if the selected object shares one or more characteristics with neighboring objects; and if so indicating a valid status to a user by highlighting or removing at least the selected object.",Selecting objects on a user interface,B2,8,0,G06,0
490104,10485450,utility,US,26/11/2019,"A system for intra-operatively registering a pelvis comprising an acetabulum with a computer model of the pelvis in a coordinate system. The system may include: a) a surgical navigation system including a tracking device; and b) at least one computing device in communication with the surgical navigation system. The at least one computing device: i) receiving first data points from first intra-operatively collected points on an articular surface of the acetabulum, the first data points collected with the tracking device; ii) receiving a second data point from a second intra-operatively collected point on the pelvis, the second data point collected with the tracking device, the second data point corresponding in location to a second virtual data point on the computer model; and iii) determining an intra-operative center of rotation of the femur relative to the pelvis from the first data points.",Systems and methods for intra-operative pelvic registration,B2,11,0,G06,1
341780,10346969,utility,US,09/07/2019,"A convolutional neural network may be trained to inspect subjects such as carbon fiber propellers for surface flaws or other damage. The convolutional neural network may be trained using images of damaged and undamaged subjects. The damaged subjects may be damaged authentically during operation or artificially by manual or automated means. Additionally, images of undamaged subjects may be synthetically altered to depict damages, and such images may be used to train the convolutional neural network. Images of damaged and undamaged subjects may be captured for training or inspection purposes by an imaging system having cameras aligned substantially perpendicular to subjects and planar light sources aligned to project light upon the subjects in a manner that minimizes shadows and specular reflections. Once the classifier is trained, patches of an image of a subject may be provided to the classifier, which may predict whether such patches depict damage to the subject.",Detecting surface flaws using computer vision,B1,20,0,G06,0
1069808,10970438,utility,US,06/04/2021,"A method of generating a layout diagram of an IC device includes assigning a leakage constraint to a first schematic net of the IC device and determining a violation of the leakage constraint based on a dummy gate region. The IC layout diagram includes the dummy gate region between a first component of the first schematic net and a second component of a second schematic net of the IC device. The method includes modifying the IC layout diagram in response to the leakage constraint violation, and generating a layout file based on the modified IC layout diagram.",Integrated circuit design method and system,B2,20,0,G06,0
1850510,7165139,utility,US,16/01/2007,"An electromechanical data storage arrangement is interfaced with a host. The interface may include a conductor that carries read and write gate signals. Another conductor carries both a servo sync mark and an error signal. The storage arrangement includes an external serial interface connected to a host serial interface applying a device identification to a portion of serial control-related data that travels over the interface. A serial router in the storage arrangement uses the device identification to manage the control-related data between the interface and a number of serial devices and associated interfaces within the storage arrangement. The serial router is in selective data communication with each of the device serial interfaces, for using the device identification to direct a host-asserted command to a targeted device where each device is controlled by a different command set such that the system can be customized for different command sets of different devices.",Digital device configuration and method,B2,22,0,G06,0
266945,10275460,utility,US,30/04/2019,"Computer systems, methods, and media for guaranteeing the quality of a language translation of content by using a computer network of human and/or machine translators and human reviewers of the original translation. The accuracy and quality of the original translation by a translator is ensured by a translation service provider computer system breaking the original translation into parts, and incorporating fabricated errors into a percentage of the parts while keeping the remaining parts unaltered. Incompetent reviewers are automatedly identified based on their ability to detect the system's fabricated errors. The system then performs an analysis on the remaining unaltered parts rated by the remaining competent reviewers to determine if the quality of the original translation meets a set standard. The translation service provider and the customer are not required to know: the target language; the accuracy of the human or machine translator; and/or, the accuracy of each translation reviewer.",System and method for ensuring the quality of a translation of content through real-time quality checks of reviewers,B2,20,0,G06,0
182580,10191679,utility,US,29/01/2019,"A data accessing method and system for a memory storage apparatus are provided. The method includes: performing a near field communication between a memory storage apparatus and an electronic apparatus, and receiving a first password from the electronic apparatus by the memory storage device in the near field communication. The method also includes: recording the first password in a memory unit of the memory storage apparatus. The method further includes: when the memory storage apparatus is not connected to the electronic apparatus or a host in a predetermined time after the memory storage apparatus receives the first password, deleting the first password recorded in the memory unit; and when the first password recorded in the memory unit is the same as a second password in the memory storage apparatus, allowing the electronic apparatus or the host to access the memory storage apparatus by the memory storage apparatus.",Data accessing method and system and memory storage apparatus,B2,12,0,G06,2
1855692,7180747,utility,US,20/02/2007,"A heat dissipation device for a computer mother board includes a computer enclosure, a heat sink and a mother board. The computer enclosure includes a frame, front and rear panels, two side panels and top and bottom panels respectively connecting to the frame. One side panel is disposed with a support board at the inner side thereof. The heat sink is fixed to one surface of the support board and between the support board and the side panel. The mother board is connected to the other surface of the support board. A plurality of connectors and electronic modules are disposed at one side of the mother board and heat generation modules including a CPU and an electronic chip are disposed at the other side of the mother board. The heat generation modules are in thermal contact with the heat sink.",Heat dissipation device for a computer mother board,B2,3,0,G06,0
3522509,9940569,utility,US,10/04/2018,"An RFID tag assembly (10) comprising: a passive mount-on-metal RFID tag (12) comprising an integrated circuit chip and an antenna provided on one side (14) of the RFID tag; a mounting base (16) made of an electrically conductive material; and a cover (18) made of a substantially RF transparent material and defining a recess (18a), wherein the RFID tag is mounted on the mounting base with said one side of the RFID tag coupled to a first side of the mounting base and wherein the cover is arranged over the RFID tag such that at least part of the RFID tag is located within the recess and the cover is fixed to the mounting base, such that the mounting base and the cover together encapsulate the RFID tag.",RFID tag assembly and surgical instrument,B2,15,0,G06,1
543070,10534533,utility,US,14/01/2020,"A messaging system in one embodiment includes a messaging app and one or more sticker extension apps configured to create a sticker image and render a sticker image that is displayed in a view hosted by the messaging app. The messaging app can launch, from a browsable view that includes one or more sticker extension apps, one or more of the sticker extension apps, and a sticker image created by one of the sticker extension apps can be communicated between the sticker extension app and the messaging app through an interprocess communication.",Messaging sticker applications,B2,20,0,G06,2
3349818,9740889,utility,US,22/08/2017,"A method for accurately positioning a computer position, and identifying a specific rack position where the computer is without manual intervention. A camera is installed on the computer to read the contents of a tag on the rack, so as to identify the position information of the computer. Specifically, the computer is provided with a self-positioning function, wherein: a camera is installed on the computer, and the camera is configured to read the contents of a tag attached on a side of a rack to house the computer to identify the rack position where the computer is.",Determining a computer's position and system for manufacturing a tag,B2,2,0,G06,3
11341,10013278,utility,US,03/07/2018,"In accordance with embodiments disclosed herein, there are provided mechanisms and methods for batch processing in an on-demand service environment. For example, in one embodiment, mechanisms include receiving a processing request for a multi-tenant database, in which the processing request specifies processing logic and a processing target group within the multi-tenant database. Such an embodiment further includes dividing or chunking the processing target group into a plurality of processing target sub-groups, queuing the processing request with a batch processing queue for the multi-tenant database among a plurality of previously queued processing requests, and releasing each of the plurality of processing target sub-groups for processing in the multi-tenant database via the processing logic at one or more times specified by the batch processing queue.",Methods and systems for batch processing in an on-demand service environment,B2,20,0,G06,0
947242,10873110,utility,US,22/12/2020,"A device is provided for determining the internal temperature of an electrochemical energy storage device, particularly for a motor vehicle. The internal temperature of a cell winding of the energy storage device is determined by calculation in a control device of the energy storage device by way of a thermal model for the energy storage device which is saved in the control device.",Device for determining the internal temperature of an energy storage device,B2,16,0,G06,7
2173408,7953743,utility,US,31/05/2011,"A method and device are disclosed for an associative and approximate, analog or digital scanning of databases that allows for the asynchronous accessing of data from a mass storage medium. The invention includes providing dedicated analog and digital circuitry and decision logic at the mass storage medium level for determining a key identifying the data of interest, continuously comparing the key to a signal generated from a reading of the data from the mass storage medium with an approximate or exact matching circuit to determine a pattern match, determining a correlation value between the key and the data as it is read in a continuous fashion, and determining a match based upon a preselected threshold value for the correlation value. The pattern matching technique eliminates any need to compare data based on its intrinsic structure or value, and instead is based on an analog or digital pattern. The key and data may be either analog or digital. This device and method may be provided as part of a stand-alone computer system, embodied in a network attached storage device, or can otherwise be provided as part of a computer LAN or WAN.",Associative database scanning and information retrieval,B2,24,0,G06,30
754812,10715314,utility,US,14/07/2020,"A cloud storage system supporting user agnostic encryption and deduplication of encrypted files is described. Further the cloud storage system enables users to share a file, a group of files, or an entire file system with other users without a user sending each file to the other users. The cloud storage system further allows a client device to minimize the utilization of bandwidth by determining whether the encrypted data to transfer is already present in the cloud storage system. Further the cloud storage system comprises mechanisms for a client device to inform the cloud storage system of which data is likely to be required in the future so that the cloud storage system can make that data available with less latency one the client device requests the data.",Cloud file system,B2,19,0,G06,1
771221,10730541,utility,US,04/08/2020,"A navigation system uses a dead reckoning method to estimate an object's present position relative to one or more prior positions. In some embodiments, the dead reckoning method determines a change in position from the object's heading and speed during an elapsed time interval. In embodiments suitable for use with wheeled objects, the dead reckoning method determines the change in position by measuring the heading and the amount of wheel rotation. Some or all of the components of the navigation system may be disposed within a wheel, such as a wheel of a shopping cart.",Navigation systems and methods for wheeled objects,B2,22,0,G06,20
3545654,9965866,utility,US,08/05/2018,"Methods and apparatuses for tracking and correlating particles include an optical detector that captures a first and a second image of the particles. A video detector is used to capture a plurality of video frames of the particles. The video detector captures the video frames of the particles at a rate faster than the rate at which images are captured by the optical detector to track the movement of particles. A first image position of a particle in the first image of the particles is identified, and then the first image position of the particle is correlated to a second image position of the particle in the second image using the plurality of video frames.",Real-time tracking and correlation of microspheres,B2,20,0,G06,3
2431111,8479125,utility,US,02/07/2013,"The manufacturing of integrated circuits relies on the use of lithography simulation to predict the image of the mask created on the wafer. Such predictions can be used for example to assess the quality of the images, verify the manufacturability of such images, perform using OPC necessary correction of the mask data to achieve images close to the targets, optimize the printing parameters such as the illumination source, or globally optimize the source and the mask to achieve better printability. This disclosure provides a technique based on the association of at least one kernel function per source region or source point. Each kernel function can be directly convoluted with a mask image to create a prediction of the wafer image. As the kernel functions are associated with the source, the source can be easily changed to create new models. The optical system can be fully described by computing the possible kernels for all possible source points and all possible numerical apertures. Therefore this technique is ideally suited for source-mask optimization as well as source-mask-numerical aperture optimization, and their associated applications.",Lithography modeling and applications,B2,30,0,G06,0
3053059,9398004,utility,US,19/07/2016,"The invention relates to a method for reading at least one attribute stored in an ID token, wherein the ID token is assigned to a user, comprising the following steps: authenticating the user with respect to the ID token, authenticating a first computer system with respect to the ID token, after successful authentication of the user and the first computer system with respect to the ID token, read-access by the first computer system to the at least one attribute stored in the ID token for transfer of the at least one attribute to a second computer system.",Method for reading attributes from an ID token,B2,15,0,G06,6
2750196,9009809,utility,US,14/04/2015,"A computer or microchip including a system BIOS located in flash memory which is located in a portion of the computer or microchip protected by an inner hardware-based access barrier or firewall, a central controller of the computer or microchip having a connection by a secure control bus with other parts of the computer or microchip, and a volatile random access memory located in a portion of the computer or microchip that has a connection for a network. The secure control bus is isolated from input from the network, and provides and ensures direct preemptive control by the central controller over the volatile random access memory, the control including transmission to or erasure of data and/or code in the volatile random access memory and control of a connection between the central controller, the volatile random access memory and at least one microprocessor having a connection for the network.",Computer or microchip with a secure system BIOS and a secure control bus connecting a central controller to many network-connected microprocessors and volatile RAM,B2,22,0,G06,16
2934003,9251511,utility,US,02/02/2016,"Embodiments of the present invention include transfer account systems, computer program products, and associated computer-implemented methods of providing prioritized payments from the proceeds of automatic or direct deposits. Embodiments of the present invention include routing automatic deposit information to a financial institution computer managing a prioritized payment program and formulating an outgoing ACH file with both an entry for an automatic deposit destined for a customer account and an entry for a pre-authorized prioritized payment to a select creditor, so that the automatic deposit is credited to the customer account and relatively instantaneously any prioritized payment is debited from the customer account. According to embodiments of the present invention, the customer account can be a checking, deposit, savings, money market, or other account as understood by those skilled in the art, so that a customer has effective access through the customer account only to a net value of funds.","Transfer account systems, computer program products, and associated computer-implemented methods",B2,20,0,G06,22
3514397,9934064,utility,US,03/04/2018,"Execution of an application is suspended and the runtime state of the application is collected and persisted. Execution of the application may be resumed based on the runtime state. A proxy layer might also be utilized to translate requests received from the application for resources that are modified after the runtime state of the application is persisted. For instance, the runtime state that is persisted may include first data identifying a resource in use by the application at the time the execution of the application is suspended. After resuming the execution of the application, the proxy layer may translate the first data included in a request for the resource to second data identifying the resource, or a different resource, at a time the execution of the application is resumed, and the second data can be used to provide the application access to the resource.",Storing and resuming application runtime state,B2,18,0,G06,7
2849686,9146680,utility,US,29/09/2015,"A method for replicating data from a first volume to a second volume includes receiving a first data request comprising a request for a first portion of data, wherein the first portion is part of a first volume. The first portion of data is read, and so is at least a second portion of data in addition to the first portion of data requested in the first data request. In response to determining that the second portion of data should be replicated to the second volume, the second portion of data is written to the second volume.",Utilization of disk buffer for background replication processes,B2,16,0,G06,0
30819,10032346,utility,US,24/07/2018,"A haptic effect enabled apparatus is presented. The apparatus comprises a surface, a first haptic effect output device, a stretch sensor, a second haptic effect output device, and one or more processors. The surface has a stretch input area. The first haptic effect output device is a stretch haptic effect output device disposed at the stretch input area. The stretch sensor is coupled to the stretch haptic effect output device and to the stretch input area. The stretch sensor is configured to sense a stretch input, and the first haptic effect output device is at least coextensive with the stretch sensor. The second haptic effect output device is disposed at a location outside of the stretch input area. The one or more processors are configured to determine whether a haptic effect output response should occur in response to a stretch input signal received from the stretch sensor.",Haptic device incorporating stretch characteristics,B2,18,0,G06,3
